0.0036,0.0011,0.002,0.3987,0.8057
0.0019,0.0005,0.0017,0.4059,0.9333
0.0153,0.0279,0.002,0.4095,0.4268
0.002,0.0009,0.0013,0.4041,0.7598
0.0087,0.0061,0.0017,0.4156,0.6563
0.0048,0.0019,0.0098,0.4004,0.785
0.0021,0.0009,0.0014,0.4028,0.8337
0.0031,0.0016,0.0015,0.4016,0.7534
0.005,0.0054,0.0015,0.4247,0.5273
0.0048,0.0032,0.0102,0.4073,0.6979
0.0022,0.0009,0.0016,0.403,0.8422
0.0034,0.0016,0.0018,0.3978,0.5189
0.0022,0.0012,0.0011,0.4034,0.8485
0.0027,0.0012,0.0016,0.4022,0.6804
0.002,0.001,0.001,0.4033,0.8618
0.0013,0.0006,0.001,0.4106,0.9594
0.0023,0.0022,0.0012,0.4061,0.6721
0.0025,0.0014,0.0012,0.4021,0.7143
0.0063,0.0091,0.0021,0.3839,0.4907
0.0135,0.008,0.0126,0.4011,0.5644
0.0073,0.0024,0.0111,0.3972,0.7155
0.004,0.0025,0.0022,0.4025,0.5804
0.0082,0.0073,0.0012,0.4473,0.665
0.0019,0.0022,0.0159,0.4109,0.631
0.0039,0.0023,0.001,0.403,0.8422
0.0021,0.0017,0.0011,0.4047,0.7305
0.0038,0.0024,0.0011,0.4034,0.6363
0.0022,0.0009,0.0018,0.4069,0.7175
0.0017,0.0007,0.0013,0.4034,0.7446
0.002,0.0012,0.0012,0.4075,0.8637
0.004,0.002,0.017,0.4003,0.6648
0.0037,0.0014,0.0023,0.399,0.5028
0.0638,0.1049,0.0011,0.4513,0.6959
0.0053,0.0028,0.0106,0.4025,0.7589
0.0045,0.0024,0.0019,0.3984,0.6744
0.0044,0.0015,0.0065,0.3952,0.7315
0.0036,0.0011,0.0021,0.3981,0.6148
0.0032,0.0008,0.0027,0.4022,0.7925
0.0027,0.0011,0.0019,0.4012,0.6495
0.0213,0.0448,0.0155,0.3519,0.4497
0.0035,0.001,0.0023,0.4012,0.5291
0.0037,0.0014,0.002,0.4002,0.6385
0.0026,0.0016,0.0012,0.4026,0.7934
0.0083,0.0034,0.001,0.4084,0.7211
0.0163,0.0266,0.0115,0.4346,0.4401
0.0075,0.0052,0.0016,0.411,0.647
0.0145,0.0198,0.001,0.4159,0.519
0.0028,0.0016,0.0011,0.4016,0.7864
0.0066,0.0038,0.0018,0.4005,0.5316
0.0029,0.0015,0.0015,0.4021,0.6933
0.0014,0.0011,0.0008,0.4046,0.6884
0.0413,0.1068,0.0032,0.1398,0.4894
0.0049,0.0024,0.0131,0.4011,0.644
0.0051,0.0028,0.0123,0.4017,0.5985
0.0022,0.0015,0.0014,0.4089,0.5173
0.0009,0.0013,0.0007,0.4211,0.6384
0.0014,0.001,0.001,0.4049,0.7457
0.0038,0.0021,0.0013,0.4013,0.8173
0.002,0.0009,0.0015,0.4052,0.8262
0.0041,0.0017,0.0014,0.3969,0.805
0.0084,0.0079,0.0098,0.4059,0.4423
0.0158,0.018,0.0017,0.4031,0.6243
0.0053,0.0012,0.0036,0.3896,0.6728
0.003,0.0022,0.0013,0.4057,0.8017
0.0024,0.0017,0.0012,0.4044,0.669
0.0038,0.0015,0.0016,0.3985,0.7553
0.0038,0.0012,0.0027,0.399,0.6983
0.0037,0.0012,0.0025,0.4,0.5109
0.0044,0.0022,0.0131,0.4012,0.5926
0.0038,0.0008,0.0024,0.3983,0.8518
0.0036,0.0011,0.0021,0.3983,0.5992
0.0046,0.0022,0.0089,0.4004,0.6276
0.0024,0.0007,0.002,0.4043,0.7441
0.0268,0.0586,0.0011,0.4506,0.4381
0.0016,0.0007,0.0013,0.4036,0.8408
0.0202,0.0515,0.0012,0.5692,0.4433
0.0017,0.001,0.0019,0.4108,0.9159
0.002,0.0011,0.0011,0.4041,0.8297
0.056,0.1035,0.0157,0.1368,0.4185
0.0056,0.0027,0.0021,0.3983,0.5757
0.0024,0.0015,0.0011,0.4073,0.7118
0.0026,0.0009,0.0018,0.4027,0.8245
0.0093,0.0083,0.0018,0.3939,0.5507
0.0036,0.0009,0.0021,0.3984,0.8553
0.0035,0.007,0.0007,0.4099,0.4893
0.0013,0.0015,0.0007,0.4107,0.6461
0.0014,0.0008,0.001,0.4029,0.8029
0.0066,0.0041,0.0127,0.4074,0.782
0.0034,0.0011,0.0018,0.3984,0.8407
0.0015,0.0009,0.0012,0.4107,0.5511
0.011,0.0149,0.0128,0.3977,0.465
0.0039,0.0014,0.0013,0.3843,0.7864
0.0028,0.0008,0.002,0.4026,0.7639
0.0035,0.002,0.0018,0.4023,0.5427
0.0096,0.0041,0.0119,0.4058,0.5422
0.0014,0.0008,0.0012,0.403,0.7555
0.0018,0.0008,0.0012,0.4028,0.8469
0.0027,0.0005,0.0026,0.4098,0.9206
0.0005,0.0002,0.0004,0.4134,0.8549
0.0021,0.0023,0.0053,0.408,0.7158
0.0079,0.0045,0.0109,0.4059,0.6055
0.0034,0.001,0.0026,0.3997,0.6342
0.0017,0.0007,0.0012,0.4034,0.8488
0.0022,0.0009,0.0012,0.4027,0.841
0.0039,0.0014,0.002,0.4008,0.828
0,0,0,0.4129,0
0.0027,0.0014,0.0086,0.4018,0.8717
0.0024,0.001,0.0014,0.4016,0.8471
0.001,0.0008,0.0006,0.409,0.6318
0.0024,0.0007,0.0018,0.4037,0.7508
0.0041,0.0015,0.0021,0.3995,0.7403
0.0013,0.0009,0.0007,0.4037,0.7914
0.1062,0.3108,0.0168,0.6518,0.4503
0.0042,0.0024,0.0019,0.4008,0.5366
0.0015,0.001,0.0062,0.4084,0.6983
0.0036,0.0012,0.0022,0.3983,0.6419
0.0143,0.0257,0.062,0.433,0.4713
0.0034,0.0015,0.0025,0.4011,0.4502
0.0039,0.0023,0.0013,0.403,0.7507
0.0052,0.0025,0.0126,0.4005,0.7566
0.0015,0.0006,0.0014,0.4091,0.9722
0.0016,0.0006,0.0011,0.4067,0.5889
0.0021,0.0008,0.0014,0.4029,0.8343
0.0016,0.0011,0.0011,0.4055,0.8104
0.0216,0.0216,0.0019,0.3632,0.526
0.0307,0.0512,0.0018,0.5466,0.4498
0.0037,0.002,0.0015,0.404,0.7497
0.0037,0.001,0.0028,0.4008,0.5783
0.0017,0.002,0.0008,0.4065,0.6942
0.0195,0.0169,0.012,0.4061,0.4954
0.0023,0.0021,0.0057,0.4075,0.7567
0.0012,0.0011,0.0008,0.4039,0.5844
0.0042,0.0013,0.0016,0.4008,0.8347
0.0055,0.0017,0.008,0.384,0.6537
0.0035,0.0023,0.0066,0.4062,0.745
0.0009,0.0002,0.0009,0.4076,0.9101
0.0107,0.0086,0.0066,0.4643,0.5576
0.0038,0.0012,0.0025,0.3989,0.4888
0.0331,0.0315,0.1028,0.5782,0.4298
0.0041,0.0013,0.0024,0.3973,0.5679
0.0023,0.0008,0.0017,0.4029,0.7679
0.0073,0.0031,0.017,0.3957,0.5032
0.0138,0.0175,0.1182,0.4126,0.5027
0.0028,0.0015,0.0013,0.4066,0.6091
0.0358,0.0646,0.0579,0.3952,0.4665
0.0021,0.001,0.0011,0.4043,0.8632
0.0046,0.0015,0.0016,0.3972,0.7567
0.0011,0.0005,0.001,0.417,0.9216
0.0034,0.0025,0.0092,0.4068,0.7174
0.0048,0.0034,0.0014,0.4062,0.6262
0.0017,0.0028,0.0062,0.4137,0.6472
0.0024,0.0006,0.0022,0.4053,0.7353
0.0091,0.0128,0.0017,0.4047,0.4154
0.0025,0.0021,0.006,0.4069,0.6306
0.002,0.0013,0.0068,0.4038,0.6696
0.0056,0.0025,0.0026,0.3793,0.6067
0.0039,0.0016,0.0013,0.3971,0.7867
0.0024,0.0014,0.0055,0.4165,0.7529
0.0033,0.0011,0.0016,0.3981,0.838
0.0034,0.0016,0.0015,0.4038,0.7394
0.0037,0.001,0.0028,0.4008,0.5783
0.0041,0.0013,0.0024,0.3973,0.5679
0.0035,0.0014,0.0015,0.3999,0.7461
0.0024,0.0005,0.0023,0.4052,0.9279
0.0161,0.0086,0.0275,0.415,0.6339
0.0074,0.0031,0.0018,0.3941,0.8291
0.003,0.0011,0.0018,0.4019,0.7451
0.1075,0.2635,0.0107,0.8357,0.4746
0.0036,0.0012,0.002,0.4005,0.6602
0.0187,0.0097,0.0031,0.4009,0.6845
0.0018,0.0008,0.0014,0.4024,0.8174
0.0061,0.0007,0.0069,0.396,0.6192
0.0019,0.0012,0.0082,0.4045,0.8321
0.0365,0.0244,0.0133,0.0463,0.3135
0.0029,0.0015,0.0017,0.4058,0.4645
0.0022,0.0013,0.0014,0.4038,0.5442
0.0026,0.0008,0.002,0.4038,0.7831
0.0031,0.002,0.001,0.4041,0.6789
0.0011,0.001,0.0006,0.4145,0.7385
0.0087,0.0042,0.0151,0.4097,0.393
0.0039,0.0013,0.0017,0.3989,0.8465
0.0183,0.0132,0.0122,0.3764,0.3995
0.0399,0.0489,0.0525,1,0.467
##5: 
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6
##6: 
0,1,1,2,2,3,2,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,4,1,4,4,2,1,1,1,1,1,2,1,2,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,4,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1,1,4,2,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,6,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,1,1,2,2,1,2,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,1,1,1,1,1,4,2,2,1,1,1,2,1,2,3
##7: 
6,4,4,1,3,0,1,5,3,0,4,4,4,1,5,4,1,5,5,1,5,4,4,2,5,2,2,1,4,5,5,5,4,1,4,1,3,5,3,2,1,5,3,4,5,3,4,5,4,3,4,5,3,4,5,3,5,5,4,1,5,3,5,4,5,1,5,4,1,4,3,4,4,3,5,1,3,5,3,3,3,4,5,3,5,5,4,3,1,3,5,3,5,3,5,3,1,1,3,5,5,1,3,1,5,1,5,3,2,3,3,1,3,5,4,4,5,1,3,3,5,3,5,5,1,3,4,3,3,5,1,4,1,4,4,2,3,5,4,1,4,1,3,5,5,4,1,1,5,5,1,1,5,4,4,4,5,3,3,4,4,4,1,4,4,3,5,5,5,0,1,5,3,1,1,5,5,4,3,4,5,1,1,5,3,5,1,5,3,4,3,5,4,1,1,1,3,5,1,1,3,1,4,5,4,5,3,3,5,1,3,3,3,5,5,4,5,3,3,5,4,3,4,5,0,3,3,4,3,4,2,1,1,5,3,5,1,4,1,0
##8: 
0.0994,0.216,0.0186,0.8095,0.4501
0.0117,0.0167,0.0113,0.4142,0.4782
0.1163,0.2883,0.0267,0.1068,0.4369
0.0055,0.0044,0.0046,0.4049,0.6326
0.0023,0.0009,0.0018,0.4045,0.8704
0.0032,0.0016,0.0034,0.4034,0.7521
1,0.0055,1,0.43,0.9195
##9: 1.8302402025702302
##10: true
##11: None

##0:
ID: vfli
Question 1 is correct. (1/1)
Question 2 is correct. (2/2)
Question 3 is correct. (1/1)
Question 4 is correct. (5/5)
Question 5 is correct. (10/10)
Question 6 is correct. (10/10)
Question 7 is correct. (10/10)
Question 8 is correct. (5/5)
Question 9 is correct. (5/5)
Question 10 is correct. (1/1)
Question 11 is correct. (1/1)
Grade: 51 out of 51.
Code: {kad7<"<&?"?&<"<&8"8&<="<=&<="<=&<="<=&8"8&8"8&<"<&<"<&08<"8<
